+-----------------+-------------+----------------+------------------------+
| Количество эпох | Размер окна | Норма обучения |    Суммарная ошибка    |
|      14000      |      2      |      0,95      |   0,8001483856241492   |
|      14000      |      2      |      1,0       |   0,8822858603781789   |
|      14000      |      3      |      0,05      |   2,680701665080398    |
|      14000      |      3      |      0,1       |   1,2344843762656772   |
|      14000      |      3      |      0,15      |   0,736333797745273    |
|      14000      |      3      |      0,2       |   0,3466966835315571   |
|      14000      |      3      |      0,25      |  0,11613663054078169   |
|      14000      |      3      |      0,3       |  0,07403466461235379   |
|      14000      |      3      |      0,35      |  0,05479381588859616   |
|      14000      |      3      |      0,4       |  0,031414228187450356  |
|      14000      |      3      |      0,45      |  0,028045525148482013  |
|      14000      |      3      |      0,5       |  0,026732297329765575  |
|      14000      |      3      |      0,55      |  0,01626977749539377   |
|      14000      |      3      |      0,6       |  0,017839195747798527  |
|      14000      |      3      |      0,65      |  0,012235503025909023  |
|      14000      |      3      |      0,7       |  0,009302116394069337  |
|      14000      |      3      |      0,75      |  0,009533318664824082  |
|      14000      |      3      |      0,8       |  0,013957026835877177  |
|      14000      |      3      |      0,85      |  0,007105857351350072  |
|      14000      |      3      |      0,9       |  0,005861214822275951  |
|      14000      |      3      |      0,95      |  0,006939584901726355  |
|      14000      |      3      |      1,0       |  0,00547393284021862   |
|      14000      |      4      |      0,05      |   1,7485155640846886   |
|      14000      |      4      |      0,1       |   0,4513448614714729   |
|      14000      |      4      |      0,15      |  0,05267889033231301   |
|      14000      |      4      |      0,2       |  0,014929342975811104  |
|      14000      |      4      |      0,25      | 0,0035407156381295234  |
|      14000      |      4      |      0,3       | 0,0018995479450074429  |
|      14000      |      4      |      0,35      | 0,0008239886384622327  |
|      14000      |      4      |      0,4       | 0,0004052237994048015  |
|      14000      |      4      |      0,45      | 0,00029079957778523074 |
|      14000      |      4      |      0,5       | 0,0001300210576806396  |
|      14000      |      4      |      0,55      | 7,125109200244429e-05  |
|      14000      |      4      |      0,6       | 8,542934052846297e-05  |
|      14000      |      4      |      0,65      | 8,898213147154513e-05  |
