+-----------------+-------------+----------------+------------------+
| Количество эпох | Размер окна | Норма обучения | Суммарная ошибка |
|      12000      |      4      |      0.5       |      0.0011      |
|      12000      |      4      |      0.55      |      0.0006      |
|      12000      |      4      |      0.6       |      0.0003      |
|      12000      |      4      |      0.65      |      0.0002      |
|      12000      |      4      |      0.7       |      0.0003      |
|      12000      |      4      |      0.75      |      0.0003      |
|      12000      |      4      |      0.8       |      0.0003      |
|      12000      |      4      |      0.85      |      0.0002      |
|      12000      |      4      |      0.9       |      0.0001      |
|      12000      |      4      |      0.95      |      0.0001      |
|      12000      |      5      |      0.05      |      0.6381      |
|      12000      |      5      |      0.1       |      0.1879      |
|      12000      |      5      |      0.15      |      0.0225      |
|      12000      |      5      |      0.2       |      0.0012      |
|      12000      |      5      |      0.25      |      0.0003      |
|      12000      |      5      |      0.3       |      0.0003      |
|      12000      |      5      |      0.35      |      0.0001      |
|      12000      |      5      |      0.4       |       0.0        |
|      12000      |      5      |      0.45      |       0.0        |
|      12000      |      5      |      0.5       |       0.0        |
|      12000      |      5      |      0.55      |       0.0        |
|      12000      |      5      |      0.6       |       0.0        |
|      12000      |      5      |      0.65      |       0.0        |
|      12000      |      5      |      0.7       |       0.0        |
|      12000      |      5      |      0.75      |       0.0        |
|      12000      |      5      |      0.8       |       0.0        |
|      12000      |      5      |      0.85      |       0.0        |
|      12000      |      5      |      0.9       |       0.0        |
|      12000      |      5      |      0.95      |       0.0        |
|      12000      |      6      |      0.05      |      0.6156      |
|      12000      |      6      |      0.1       |      0.075       |
|      12000      |      6      |      0.15      |      0.0024      |
|      12000      |      6      |      0.2       |      0.0005      |
|      12000      |      6      |      0.25      |      0.0001      |
|      12000      |      6      |      0.3       |       0.0        |
|      12000      |      6      |      0.35      |       0.0        |
|      12000      |      6      |      0.4       |       0.0        |
|      12000      |      6      |      0.45      |       0.0        |
|      12000      |      6      |      0.5       |       0.0        |
|      12000      |      6      |      0.55      |       0.0        |
|      12000      |      6      |      0.6       |       0.0        |
|      12000      |      6      |      0.65      |       0.0        |
|      12000      |      6      |      0.7       |       0.0        |
|      12000      |      6      |      0.75      |       0.0        |
|      12000      |      6      |      0.8       |       0.0        |
|      12000      |      6      |      0.85      |       0.0        |
|      12000      |      6      |      0.9       |       0.0        |
|      12000      |      6      |      0.95      |       0.0        |
|      12000      |      7      |      0.05      |      0.5901      |
|      12000      |      7      |      0.1       |      0.0412      |
|      12000      |      7      |      0.15      |      0.0014      |
|      12000      |      7      |      0.2       |      0.0004      |
|      12000      |      7      |      0.25      |       0.0        |
|      12000      |      7      |      0.3       |       0.0        |
|      12000      |      7      |      0.35      |       0.0        |
|      12000      |      7      |      0.4       |       0.0        |
|      12000      |      7      |      0.45      |       0.0        |
|      12000      |      7      |      0.5       |       0.0        |
|      12000      |      7      |      0.55      |       0.0        |
|      12000      |      7      |      0.6       |       0.0        |
|      12000      |      7      |      0.65      |       0.0        |
|      12000      |      7      |      0.7       |       0.0        |
|      12000      |      7      |      0.75      |       0.0        |
|      12000      |      7      |      0.8       |       0.0        |
|      12000      |      7      |      0.85      |      0.0001      |
|      12000      |      7      |      0.9       |       nan        |
|      12000      |      7      |      0.95      |       nan        |
|      12000      |      8      |      0.05      |      0.9401      |
|      12000      |      8      |      0.1       |      0.0245      |
|      12000      |      8      |      0.15      |      0.0038      |
|      12000      |      8      |      0.2       |      0.0003      |
|      12000      |      8      |      0.25      |      0.0001      |
|      12000      |      8      |      0.3       |       0.0        |
|      12000      |      8      |      0.35      |       0.0        |
|      12000      |      8      |      0.4       |       0.0        |
|      12000      |      8      |      0.45      |       0.0        |
|      12000      |      8      |      0.5       |       0.0        |
|      12000      |      8      |      0.55      |       0.0        |
|      12000      |      8      |      0.6       |       0.0        |
|      12000      |      8      |      0.65      |       0.0        |
|      12000      |      8      |      0.7       |       0.0        |
|      12000      |      8      |      0.75      |       0.0        |
|      12000      |      8      |      0.8       |       0.0        |
|      12000      |      8      |      0.85      |       nan        |
|      12000      |      8      |      0.9       |       nan        |
|      12000      |      8      |      0.95      |       nan        |
|      10000      |      2      |      0.05      |      3.0966      |
|      10000      |      2      |      0.1       |      2.8963      |
|      10000      |      2      |      0.15      |      2.5343      |
|      10000      |      2      |      0.2       |      2.2143      |
|      10000      |      2      |      0.25      |      2.1752      |
|      10000      |      2      |      0.3       |      1.8351      |
|      10000      |      2      |      0.35      |      1.7541      |
|      10000      |      2      |      0.4       |      1.6354      |
|      10000      |      2      |      0.45      |      1.6035      |
|      10000      |      2      |      0.5       |      1.5116      |
|      10000      |      2      |      0.55      |      1.6112      |
|      10000      |      2      |      0.6       |      1.4717      |
|      10000      |      2      |      0.65      |      1.4594      |
|      10000      |      2      |      0.7       |      1.3215      |
|      10000      |      2      |      0.75      |      1.3701      |
|      10000      |      2      |      0.8       |      1.3444      |
|      10000      |      2      |      0.85      |      1.4568      |
|      10000      |      2      |      0.9       |      1.4441      |
|      10000      |      2      |      0.95      |      1.2587      |
|      10000      |      3      |      0.05      |      2.872       |
|      10000      |      3      |      0.1       |      1.8477      |
|      10000      |      3      |      0.15      |      1.4763      |
|      10000      |      3      |      0.2       |      1.1022      |
|      10000      |      3      |      0.25      |      0.5468      |
|      10000      |      3      |      0.3       |      0.3114      |
|      10000      |      3      |      0.35      |      0.2482      |
|      10000      |      3      |      0.4       |      0.1815      |
|      10000      |      3      |      0.45      |      0.1497      |
|      10000      |      3      |      0.5       |      0.1188      |
|      10000      |      3      |      0.55      |      0.1583      |
|      10000      |      3      |      0.6       |      0.1082      |
|      10000      |      3      |      0.65      |      0.088       |
|      10000      |      3      |      0.7       |      0.0956      |
|      10000      |      3      |      0.75      |      0.1121      |
|      10000      |      3      |      0.8       |      0.0837      |
|      10000      |      3      |      0.85      |      0.0916      |
|      10000      |      3      |      0.9       |      0.0837      |
|      10000      |      3      |      0.95      |      0.0572      |
|      10000      |      4      |      0.05      |      2.5321      |
|      10000      |      4      |      0.1       |      1.0997      |
|      10000      |      4      |      0.15      |      0.2234      |
|      10000      |      4      |      0.2       |      0.1313      |
|      10000      |      4      |      0.25      |      0.0614      |
|      10000      |      4      |      0.3       |      0.033       |
|      10000      |      4      |      0.35      |      0.0112      |
|      10000      |      4      |      0.4       |      0.0115      |
|      10000      |      4      |      0.45      |      0.0051      |
|      10000      |      4      |      0.5       |      0.0031      |
|      10000      |      4      |      0.55      |      0.0031      |
|      10000      |      4      |      0.6       |      0.0019      |
|      10000      |      4      |      0.65      |      0.0012      |
|      10000      |      4      |      0.7       |      0.0023      |
|      10000      |      4      |      0.75      |      0.0012      |
|      10000      |      4      |      0.8       |      0.0007      |
|      10000      |      4      |      0.85      |      0.0017      |
|      10000      |      4      |      0.9       |      0.0005      |
|      10000      |      4      |      0.95      |      0.0007      |
|      10000      |      5      |      0.05      |      0.8631      |
|      10000      |      5      |      0.1       |      0.2292      |
|      10000      |      5      |      0.15      |      0.0627      |
|      10000      |      5      |      0.2       |      0.0108      |
|      10000      |      5      |      0.25      |      0.0065      |
|      10000      |      5      |      0.3       |      0.0011      |
|      10000      |      5      |      0.35      |      0.0015      |
|      10000      |      5      |      0.4       |      0.0005      |
|      10000      |      5      |      0.45      |      0.0002      |
|      10000      |      5      |      0.5       |      0.0002      |
|      10000      |      5      |      0.55      |      0.0001      |
|      10000      |      5      |      0.6       |      0.0001      |
|      10000      |      5      |      0.65      |      0.0001      |
|      10000      |      5      |      0.7       |       0.0        |
|      10000      |      5      |      0.75      |      0.0001      |
|      10000      |      5      |      0.8       |       0.0        |
|      10000      |      5      |      0.85      |       0.0        |
|      10000      |      5      |      0.9       |       0.0        |
|      10000      |      5      |      0.95      |       0.0        |
|      10000      |      6      |      0.05      |      1.5574      |
|      10000      |      6      |      0.1       |      0.0734      |
|      10000      |      6      |      0.15      |      0.0088      |
|      10000      |      6      |      0.2       |      0.0041      |
|      10000      |      6      |      0.25      |      0.0003      |
|      10000      |      6      |      0.3       |      0.0002      |
|      10000      |      6      |      0.35      |      0.0001      |
|      10000      |      6      |      0.4       |      0.0001      |
|      10000      |      6      |      0.45      |       0.0        |
|      10000      |      6      |      0.5       |       0.0        |
|      10000      |      6      |      0.55      |       0.0        |
|      10000      |      6      |      0.6       |       0.0        |
|      10000      |      6      |      0.65      |       0.0        |
|      10000      |      6      |      0.7       |       0.0        |
|      10000      |      6      |      0.75      |       0.0        |
|      10000      |      6      |      0.8       |       0.0        |
|      10000      |      6      |      0.85      |       0.0        |
|      10000      |      6      |      0.9       |       0.0        |
|      10000      |      6      |      0.95      |       0.0        |
|      10000      |      7      |      0.05      |      0.9385      |
|      10000      |      7      |      0.1       |      0.1213      |
|      10000      |      7      |      0.15      |      0.0095      |
|      10000      |      7      |      0.2       |      0.0008      |
|      10000      |      7      |      0.25      |      0.0004      |
|      10000      |      7      |      0.3       |      0.0001      |
|      10000      |      7      |      0.35      |       0.0        |
|      10000      |      7      |      0.4       |       0.0        |
|      10000      |      7      |      0.45      |       0.0        |
|      10000      |      7      |      0.5       |       0.0        |
|      10000      |      7      |      0.55      |       0.0        |
|      10000      |      7      |      0.6       |       0.0        |
|      10000      |      7      |      0.65      |       0.0        |
|      10000      |      7      |      0.7       |       0.0        |
|      10000      |      7      |      0.75      |       0.0        |
|      10000      |      7      |      0.8       |       0.0        |
|      10000      |      7      |      0.85      |      0.0012      |
|      10000      |      7      |      0.9       |       nan        |
|      10000      |      7      |      0.95      |       nan        |
|      10000      |      8      |      0.05      |      1.1742      |
|      10000      |      8      |      0.1       |      0.1812      |
|      10000      |      8      |      0.15      |      0.0091      |
|      10000      |      8      |      0.2       |      0.003       |
|      10000      |      8      |      0.25      |      0.0011      |
|      10000      |      8      |      0.3       |      0.0003      |
|      10000      |      8      |      0.35      |      0.0001      |
|      10000      |      8      |      0.4       |       0.0        |
|      10000      |      8      |      0.45      |       0.0        |
|      10000      |      8      |      0.5       |       0.0        |
|      10000      |      8      |      0.55      |       0.0        |
|      10000      |      8      |      0.6       |       0.0        |
|      10000      |      8      |      0.65      |       0.0        |
|      10000      |      8      |      0.7       |       0.0        |
|      10000      |      8      |      0.75      |       0.0        |
|      10000      |      8      |      0.8       |       0.0        |
|      10000      |      8      |      0.85      |       nan        |
|      10000      |      8      |      0.9       |       nan        |
|      10000      |      8      |      0.95      |       nan        |
|       8000      |      2      |      0.05      |      3.2434      |
|       8000      |      2      |      0.1       |      2.9163      |
|       8000      |      2      |      0.15      |      2.6282      |
|       8000      |      2      |      0.2       |      2.4333      |
|       8000      |      2      |      0.25      |      2.2926      |
|       8000      |      2      |      0.3       |      2.1128      |
|       8000      |      2      |      0.35      |      2.0829      |
|       8000      |      2      |      0.4       |      1.928       |
|       8000      |      2      |      0.45      |      1.7634      |
|       8000      |      2      |      0.5       |      1.791       |
|       8000      |      2      |      0.55      |      1.7719      |
|       8000      |      2      |      0.6       |      1.7088      |
|       8000      |      2      |      0.65      |      1.5326      |
|       8000      |      2      |      0.7       |      1.5185      |
|       8000      |      2      |      0.75      |      1.5557      |
|       8000      |      2      |      0.8       |      1.4567      |
|       8000      |      2      |      0.85      |      1.5819      |
|       8000      |      2      |      0.9       |      1.5493      |
|       8000      |      2      |      0.95      |      1.6516      |
|       8000      |      3      |      0.05      |      2.5888      |
|       8000      |      3      |      0.1       |      2.2745      |
|       8000      |      3      |      0.15      |      1.4429      |
|       8000      |      3      |      0.2       |      1.1716      |
|       8000      |      3      |      0.25      |      0.8607      |
|       8000      |      3      |      0.3       |      0.6032      |
|       8000      |      3      |      0.35      |      0.5988      |
|       8000      |      3      |      0.4       |      0.5128      |
|       8000      |      3      |      0.45      |      0.325       |
|       8000      |      3      |      0.5       |      0.3084      |
|       8000      |      3      |      0.55      |      0.2501      |
|       8000      |      3      |      0.6       |      0.2153      |
|       8000      |      3      |      0.65      |      0.2985      |
|       8000      |      3      |      0.7       |      0.2698      |
|       8000      |      3      |      0.75      |      0.2331      |
|       8000      |      3      |      0.8       |      0.1921      |
|       8000      |      3      |      0.85      |      0.257       |
|       8000      |      3      |      0.9       |      0.188       |
|       8000      |      3      |      0.95      |      0.1369      |
|       8000      |      4      |      0.05      |      2.5987      |
|       8000      |      4      |      0.1       |      0.934       |
|       8000      |      4      |      0.15      |      0.4395      |
|       8000      |      4      |      0.2       |      0.2546      |
|       8000      |      4      |      0.25      |      0.1381      |
|       8000      |      4      |      0.3       |      0.095       |
|       8000      |      4      |      0.35      |      0.0825      |
|       8000      |      4      |      0.4       |      0.0386      |
|       8000      |      4      |      0.45      |      0.0365      |
|       8000      |      4      |      0.5       |      0.018       |
|       8000      |      4      |      0.55      |      0.019       |
|       8000      |      4      |      0.6       |      0.0122      |
|       8000      |      4      |      0.65      |      0.0151      |
|       8000      |      4      |      0.7       |      0.0055      |
|       8000      |      4      |      0.75      |      0.0073      |
|       8000      |      4      |      0.8       |      0.0076      |
|       8000      |      4      |      0.85      |      0.0068      |
|       8000      |      4      |      0.9       |      0.0086      |
|       8000      |      4      |      0.95      |      0.0051      |
|       8000      |      5      |      0.05      |      1.7672      |
|       8000      |      5      |      0.1       |      0.6276      |
|       8000      |      5      |      0.15      |      0.0877      |
|       8000      |      5      |      0.2       |      0.0442      |
|       8000      |      5      |      0.25      |      0.016       |
|       8000      |      5      |      0.3       |      0.0127      |
|       8000      |      5      |      0.35      |      0.0061      |
|       8000      |      5      |      0.4       |      0.0024      |
|       8000      |      5      |      0.45      |      0.0029      |
|       8000      |      5      |      0.5       |      0.0017      |
|       8000      |      5      |      0.55      |      0.0009      |
|       8000      |      5      |      0.6       |      0.001       |
|       8000      |      5      |      0.65      |      0.0011      |
|       8000      |      5      |      0.7       |      0.0005      |
|       8000      |      5      |      0.75      |      0.0005      |
|       8000      |      5      |      0.8       |      0.0006      |
|       8000      |      5      |      0.85      |      0.0004      |
|       8000      |      5      |      0.9       |      0.0004      |
|       8000      |      5      |      0.95      |      0.0004      |
|       8000      |      6      |      0.05      |      1.5647      |
|       8000      |      6      |      0.1       |      0.348       |
|       8000      |      6      |      0.15      |      0.042       |
|       8000      |      6      |      0.2       |      0.0134      |
|       8000      |      6      |      0.25      |      0.008       |
|       8000      |      6      |      0.3       |      0.0021      |
|       8000      |      6      |      0.35      |      0.0005      |
|       8000      |      6      |      0.4       |      0.0006      |
|       8000      |      6      |      0.45      |      0.0004      |
|       8000      |      6      |      0.5       |      0.0003      |
|       8000      |      6      |      0.55      |      0.0002      |
|       8000      |      6      |      0.6       |      0.0001      |
|       8000      |      6      |      0.65      |      0.0002      |
|       8000      |      6      |      0.7       |      0.0001      |
|       8000      |      6      |      0.75      |      0.0001      |
|       8000      |      6      |      0.8       |      0.0001      |
|       8000      |      6      |      0.85      |       0.0        |
|       8000      |      6      |      0.9       |       0.0        |
|       8000      |      6      |      0.95      |       0.0        |
|       8000      |      7      |      0.05      |      0.9986      |
|       8000      |      7      |      0.1       |      0.1937      |
|       8000      |      7      |      0.15      |      0.0504      |
|       8000      |      7      |      0.2       |      0.0091      |
|       8000      |      7      |      0.25      |      0.0038      |
|       8000      |      7      |      0.3       |      0.0011      |
|       8000      |      7      |      0.35      |      0.0007      |
|       8000      |      7      |      0.4       |      0.0001      |
|       8000      |      7      |      0.45      |      0.0002      |
|       8000      |      7      |      0.5       |      0.0002      |
|       8000      |      7      |      0.55      |      0.0002      |
|       8000      |      7      |      0.6       |      0.0001      |
|       8000      |      7      |      0.65      |      0.0001      |
|       8000      |      7      |      0.7       |      0.0001      |
|       8000      |      7      |      0.75      |       0.0        |
|       8000      |      7      |      0.8       |      0.0001      |
|       8000      |      7      |      0.85      |      0.0042      |
|       8000      |      7      |      0.9       |       nan        |
|       8000      |      7      |      0.95      |       nan        |
|       8000      |      8      |      0.05      |      1.4272      |
|       8000      |      8      |      0.1       |      0.4982      |
|       8000      |      8      |      0.15      |      0.0484      |
|       8000      |      8      |      0.2       |      0.0046      |
|       8000      |      8      |      0.25      |      0.0062      |
|       8000      |      8      |      0.3       |      0.0024      |
|       8000      |      8      |      0.35      |      0.001       |
|       8000      |      8      |      0.4       |      0.0009      |
|       8000      |      8      |      0.45      |      0.0002      |
|       8000      |      8      |      0.5       |      0.0001      |
|       8000      |      8      |      0.55      |      0.0002      |
|       8000      |      8      |      0.6       |      0.0001      |
|       8000      |      8      |      0.65      |      0.0001      |
|       8000      |      8      |      0.7       |       0.0        |
|       8000      |      8      |      0.75      |       0.0        |
|       8000      |      8      |      0.8       |       0.0        |
|       8000      |      8      |      0.85      |       nan        |
|       8000      |      8      |      0.9       |       nan        |
|       8000      |      8      |      0.95      |       nan        |
|       6000      |      2      |      0.05      |      3.1994      |
|       6000      |      2      |      0.1       |      3.0174      |
|       6000      |      2      |      0.15      |      2.7049      |
|       6000      |      2      |      0.2       |      2.5228      |
|       6000      |      2      |      0.25      |      2.3566      |
|       6000      |      2      |      0.3       |      2.1946      |
|       6000      |      2      |      0.35      |      2.0928      |
|       6000      |      2      |      0.4       |      2.0174      |
|       6000      |      2      |      0.45      |      1.9359      |
|       6000      |      2      |      0.5       |      2.0412      |
|       6000      |      2      |      0.55      |      1.9606      |
|       6000      |      2      |      0.6       |      1.8322      |
|       6000      |      2      |      0.65      |      1.9354      |
|       6000      |      2      |      0.7       |      1.7569      |
|       6000      |      2      |      0.75      |      1.8726      |
|       6000      |      2      |      0.8       |      1.7536      |
|       6000      |      2      |      0.85      |      1.821       |
|       6000      |      2      |      0.9       |      1.8554      |
|       6000      |      2      |      0.95      |      1.7425      |
|       6000      |      3      |      0.05      |      3.1375      |
|       6000      |      3      |      0.1       |      2.6881      |
|       6000      |      3      |      0.15      |      1.9831      |
|       6000      |      3      |      0.2       |      1.8614      |
|       6000      |      3      |      0.25      |      1.1986      |
|       6000      |      3      |      0.3       |      1.0532      |
|       6000      |      3      |      0.35      |      0.9707      |
|       6000      |      3      |      0.4       |      0.8407      |
|       6000      |      3      |      0.45      |      0.808       |
|       6000      |      3      |      0.5       |      0.921       |
|       6000      |      3      |      0.55      |      0.8487      |
|       6000      |      3      |      0.6       |      0.6717      |
|       6000      |      3      |      0.65      |      0.5663      |
|       6000      |      3      |      0.7       |      0.5963      |
|       6000      |      3      |      0.75      |      0.5217      |
|       6000      |      3      |      0.8       |      0.6073      |
|       6000      |      3      |      0.85      |      0.4302      |
|       6000      |      3      |      0.9       |      0.5967      |
|       6000      |      3      |      0.95      |      0.4916      |
|       6000      |      4      |      0.05      |      2.7136      |
|       6000      |      4      |      0.1       |      1.0621      |
|       6000      |      4      |      0.15      |      0.8211      |
|       6000      |      4      |      0.2       |      0.5527      |
|       6000      |      4      |      0.25      |      0.449       |
|       6000      |      4      |      0.3       |      0.2046      |
|       6000      |      4      |      0.35      |      0.2401      |
|       6000      |      4      |      0.4       |      0.1649      |
|       6000      |      4      |      0.45      |      0.1459      |
|       6000      |      4      |      0.5       |      0.0824      |
|       6000      |      4      |      0.55      |      0.0813      |
|       6000      |      4      |      0.6       |      0.0563      |
|       6000      |      4      |      0.65      |      0.0933      |
|       6000      |      4      |      0.7       |      0.0594      |
|       6000      |      4      |      0.75      |      0.0739      |
|       6000      |      4      |      0.8       |      0.0806      |
|       6000      |      4      |      0.85      |      0.0561      |
|       6000      |      4      |      0.9       |      0.0402      |
|       6000      |      4      |      0.95      |      0.0323      |
|       6000      |      5      |      0.05      |      2.6798      |
|       6000      |      5      |      0.1       |      1.1798      |
|       6000      |      5      |      0.15      |      0.4532      |
|       6000      |      5      |      0.2       |      0.2272      |
|       6000      |      5      |      0.25      |      0.0635      |
|       6000      |      5      |      0.3       |      0.0728      |
|       6000      |      5      |      0.35      |      0.042       |
|       6000      |      5      |      0.4       |      0.0268      |
|       6000      |      5      |      0.45      |      0.0218      |
|       6000      |      5      |      0.5       |      0.0191      |
|       6000      |      5      |      0.55      |      0.0057      |
|       6000      |      5      |      0.6       |      0.0088      |
|       6000      |      5      |      0.65      |      0.0116      |
|       6000      |      5      |      0.7       |      0.0077      |
|       6000      |      5      |      0.75      |      0.0059      |
|       6000      |      5      |      0.8       |      0.006       |
|       6000      |      5      |      0.85      |      0.0041      |
|       6000      |      5      |      0.9       |      0.0059      |
|       6000      |      5      |      0.95      |      0.0064      |
|       6000      |      6      |      0.05      |      1.5778      |
|       6000      |      6      |      0.1       |      0.6629      |
|       6000      |      6      |      0.15      |      0.2143      |
|       6000      |      6      |      0.2       |      0.1394      |
|       6000      |      6      |      0.25      |      0.0327      |
|       6000      |      6      |      0.3       |      0.0162      |
|       6000      |      6      |      0.35      |      0.015       |
|       6000      |      6      |      0.4       |      0.0115      |
|       6000      |      6      |      0.45      |      0.0045      |
|       6000      |      6      |      0.5       |      0.004       |
|       6000      |      6      |      0.55      |      0.002       |
|       6000      |      6      |      0.6       |      0.0021      |
|       6000      |      6      |      0.65      |      0.0022      |
|       6000      |      6      |      0.7       |      0.0021      |
|       6000      |      6      |      0.75      |      0.0023      |
|       6000      |      6      |      0.8       |      0.0019      |
|       6000      |      6      |      0.85      |      0.0007      |
|       6000      |      6      |      0.9       |      0.0001      |
|       6000      |      6      |      0.95      |       0.0        |
|       6000      |      7      |      0.05      |      1.6698      |
|       6000      |      7      |      0.1       |      0.3565      |
|       6000      |      7      |      0.15      |      0.1776      |
|       6000      |      7      |      0.2       |      0.045       |
|       6000      |      7      |      0.25      |      0.0337      |
|       6000      |      7      |      0.3       |      0.0139      |
|       6000      |      7      |      0.35      |      0.0107      |
|       6000      |      7      |      0.4       |      0.0037      |
|       6000      |      7      |      0.45      |      0.0049      |
|       6000      |      7      |      0.5       |      0.0017      |
|       6000      |      7      |      0.55      |      0.0024      |
|       6000      |      7      |      0.6       |      0.0014      |
|       6000      |      7      |      0.65      |      0.0013      |
|       6000      |      7      |      0.7       |      0.0016      |
|       6000      |      7      |      0.75      |      0.0008      |
|       6000      |      7      |      0.8       |      0.0006      |
|       6000      |      7      |      0.85      |      0.0196      |
|       6000      |      7      |      0.9       |       nan        |
|       6000      |      7      |      0.95      |       nan        |
|       6000      |      8      |      0.05      |      2.2274      |
|       6000      |      8      |      0.1       |      0.5012      |
|       6000      |      8      |      0.15      |      0.1633      |
|       6000      |      8      |      0.2       |      0.0617      |
|       6000      |      8      |      0.25      |      0.0216      |
|       6000      |      8      |      0.3       |      0.0246      |
|       6000      |      8      |      0.35      |      0.0105      |
|       6000      |      8      |      0.4       |      0.0057      |
|       6000      |      8      |      0.45      |      0.0044      |
|       6000      |      8      |      0.5       |      0.0026      |
|       6000      |      8      |      0.55      |      0.002       |
|       6000      |      8      |      0.6       |      0.0018      |
|       6000      |      8      |      0.65      |      0.001       |
|       6000      |      8      |      0.7       |      0.0018      |
|       6000      |      8      |      0.75      |      0.0002      |
|       6000      |      8      |      0.8       |       0.0        |
|       6000      |      8      |      0.85      |       nan        |
|       6000      |      8      |      0.9       |       nan        |
|       6000      |      8      |      0.95      |       nan        |
|       4000      |      2      |      0.05      |      3.1876      |
|       4000      |      2      |      0.1       |      2.9613      |
|       4000      |      2      |      0.15      |      2.6383      |
|       4000      |      2      |      0.2       |      2.5504      |
|       4000      |      2      |      0.25      |      2.4395      |
|       4000      |      2      |      0.3       |      2.3311      |
|       4000      |      2      |      0.35      |      2.3121      |
|       4000      |      2      |      0.4       |      2.1578      |
|       4000      |      2      |      0.45      |      2.1066      |
|       4000      |      2      |      0.5       |      2.0546      |
|       4000      |      2      |      0.55      |      2.0481      |
|       4000      |      2      |      0.6       |      2.0602      |
|       4000      |      2      |      0.65      |      1.9552      |
|       4000      |      2      |      0.7       |      2.0584      |
|       4000      |      2      |      0.75      |      1.9977      |
|       4000      |      2      |      0.8       |      1.912       |
|       4000      |      2      |      0.85      |      1.9356      |
|       4000      |      2      |      0.9       |      1.8618      |
|       4000      |      2      |      0.95      |      1.8375      |
|       4000      |      3      |      0.05      |      2.9924      |
|       4000      |      3      |      0.1       |      2.7873      |
|       4000      |      3      |      0.15      |      2.3422      |
|       4000      |      3      |      0.2       |      1.9842      |
|       4000      |      3      |      0.25      |      2.0808      |
|       4000      |      3      |      0.3       |      1.6862      |
|       4000      |      3      |      0.35      |      1.8485      |
|       4000      |      3      |      0.4       |      1.7449      |
|       4000      |      3      |      0.45      |      1.5836      |
|       4000      |      3      |      0.5       |      1.3347      |
|       4000      |      3      |      0.55      |      1.2955      |
|       4000      |      3      |      0.6       |      1.4222      |
|       4000      |      3      |      0.65      |      1.037       |
|       4000      |      3      |      0.7       |      1.2056      |
|       4000      |      3      |      0.75      |      1.3866      |
|       4000      |      3      |      0.8       |      0.7331      |
|       4000      |      3      |      0.85      |      1.0873      |
|       4000      |      3      |      0.9       |      1.3032      |
|       4000      |      3      |      0.95      |      1.2007      |
|       4000      |      4      |      0.05      |      2.9192      |
|       4000      |      4      |      0.1       |      2.414       |
|       4000      |      4      |      0.15      |      1.8874      |
|       4000      |      4      |      0.2       |      1.4673      |
|       4000      |      4      |      0.25      |      0.9305      |
|       4000      |      4      |      0.3       |      0.9388      |
|       4000      |      4      |      0.35      |      0.792       |
|       4000      |      4      |      0.4       |      0.6869      |
|       4000      |      4      |      0.45      |      0.6068      |
|       4000      |      4      |      0.5       |       0.36       |
|       4000      |      4      |      0.55      |      0.604       |
|       4000      |      4      |      0.6       |      0.2844      |
|       4000      |      4      |      0.65      |      0.3766      |
|       4000      |      4      |      0.7       |      0.3983      |
|       4000      |      4      |      0.75      |      0.4038      |
|       4000      |      4      |      0.8       |      0.3312      |
|       4000      |      4      |      0.85      |      0.4092      |
|       4000      |      4      |      0.9       |      0.2449      |
|       4000      |      4      |      0.95      |      0.2486      |
|       4000      |      5      |      0.05      |      2.2705      |
|       4000      |      5      |      0.1       |      1.4917      |
|       4000      |      5      |      0.15      |      1.0721      |
|       4000      |      5      |      0.2       |      0.7578      |
|       4000      |      5      |      0.25      |      0.2432      |
|       4000      |      5      |      0.3       |      0.2965      |
|       4000      |      5      |      0.35      |      0.3209      |
|       4000      |      5      |      0.4       |      0.1915      |
|       4000      |      5      |      0.45      |      0.118       |
|       4000      |      5      |      0.5       |      0.1273      |
|       4000      |      5      |      0.55      |      0.0881      |
|       4000      |      5      |      0.6       |      0.1025      |
|       4000      |      5      |      0.65      |      0.0969      |
|       4000      |      5      |      0.7       |      0.1325      |
|       4000      |      5      |      0.75      |      0.1047      |
|       4000      |      5      |      0.8       |      0.0906      |
|       4000      |      5      |      0.85      |      0.0854      |
|       4000      |      5      |      0.9       |      0.0634      |
|       4000      |      5      |      0.95      |      0.066       |
|       4000      |      6      |      0.05      |      2.3334      |
|       4000      |      6      |      0.1       |      1.0512      |
|       4000      |      6      |      0.15      |      0.4845      |
|       4000      |      6      |      0.2       |      0.073       |
|       4000      |      6      |      0.25      |      0.3363      |
|       4000      |      6      |      0.3       |      0.0573      |
|       4000      |      6      |      0.35      |      0.0247      |
|       4000      |      6      |      0.4       |      0.1033      |
|       4000      |      6      |      0.45      |      0.0579      |
|       4000      |      6      |      0.5       |      0.106       |
|       4000      |      6      |      0.55      |      0.0427      |
|       4000      |      6      |      0.6       |      0.056       |
|       4000      |      6      |      0.65      |      0.0595      |
|       4000      |      6      |      0.7       |      0.0326      |
|       4000      |      6      |      0.75      |      0.0533      |
|       4000      |      6      |      0.8       |      0.0379      |
|       4000      |      6      |      0.85      |      0.0283      |
|       4000      |      6      |      0.9       |      0.0108      |
|       4000      |      6      |      0.95      |       0.0        |
|       4000      |      7      |      0.05      |      2.5529      |
|       4000      |      7      |      0.1       |      1.5515      |
|       4000      |      7      |      0.15      |      0.5562      |
|       4000      |      7      |      0.2       |      0.1911      |
|       4000      |      7      |      0.25      |      0.1775      |
|       4000      |      7      |      0.3       |      0.0825      |
|       4000      |      7      |      0.35      |      0.0254      |
|       4000      |      7      |      0.4       |      0.0809      |
